6.145147983497584399e+00 2.626381342157616317e+00 2.642796012237716763e+00
-9.477283843558724996e+00 2.496271775104478508e+00 -1.008591107337607484e+00
-6.622419151516572455e+00 -1.213671442810092538e+00 -7.884881873377988626e+00
-9.361813551509078124e+00 -2.560206329020597860e+00 -2.473638314865921561e+00
-5.907071943218712207e+00 3.547147540909141306e+00 6.264142246950654247e+00
4.929870379206091613e+00 2.375087449673767281e+00 -2.948269018217224424e+00
3.668638653324285404e-01 -4.370002003895697484e+00 -4.774996157117802120e+00
5.791440302955203734e+00 3.525035951460959716e+00 3.649677978677678958e+00
1.236871901129791951e+01 -3.190858351194391318e+00 3.437189869902776085e+00
2.765403452241432802e+00 4.114703417431607946e+00 -4.480673967877555341e+00
6.350522117429939328e+00 4.011822754314716910e+00 -9.678855735468893329e+00
4.465093391080117158e+00 3.144564264200279347e+00 -3.426933297357983577e+00
1.097357726994729710e+01 -3.110122484025824363e+00 7.245811552296633096e+00
5.181385895781030371e+00 -2.671317095167497158e+00 4.742992819304355123e+00
5.797664127498250330e+00 -8.361209313268158638e-01 -1.598880130196769223e+00
1.259251541768800209e+01 3.924842724226880186e+00 1.578680959133440309e+00
6.101747874928682869e+00 -4.246588252061430424e+00 -7.960473811881734196e-01
1.072166017367395341e+01 -2.096795221532570253e+00 7.678967375050026689e+00
5.844859359994242887e+00 -3.567088366120319876e+00 1.238650518942047007e+01
-8.217585854639750664e+00 3.959973535755664464e+00 3.679584825754131483e+00
8.289741779482133310e+00 3.528392232951726992e+00 -8.364548957514514882e+00
-9.097377826615691276e+00 -3.621631302564995103e+00 -3.664535565268129513e+00
9.885553718319094685e+00 2.377041172780947953e+00 8.896237234517004211e+00
-5.739332630896595511e+00 4.725804581261135340e+00 -8.687009694975213137e+00
5.781370648040943472e+00 -2.406167325950558933e-02 3.672282001336907076e+00
1.146542144586013556e+01 7.261621166648812853e-01 6.267450044707397971e+00
-3.263197808236196540e+00 -1.057163260888761558e+00 -1.017474925628036431e+01
1.060624911802219650e+01 -1.833087438441505235e+00 -5.759038379314331380e+00
-3.818548623638809314e+00 6.632051245246262106e-01 7.403411739647739687e+00
-4.889812851204674793e+00 -1.402004846944098215e+00 -9.305182346510768809e+00
6.168006648223981259e+00 1.943861345606747726e+00 2.553570242207948038e+00
1.062442421415398464e+01 8.931667292058420582e-01 7.836543611565247147e+00
2.621093506354418956e+00 1.759637989745762576e+00 -1.092098977562713102e+01
1.475266926598996609e+00 1.722827196559174601e+00 -4.789134573890138746e+00
1.061706711214886312e+01 -2.741656513009582685e-01 -5.742500962508401585e+00
1.090207910558656046e+01 -1.570354001688679668e+00 -5.283885410529443938e+00
-7.619444276945101180e+00 4.213746393227124187e+00 4.569433618364291405e+00
